State,District,Block/Tehsil,Village,values,problem
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,29,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,25,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,2,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),17,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,19,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,3,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,15,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,1,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,Sea_water
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,Factory_waste
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,Project
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,Others
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Salinity
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,2,Dried_up
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Destroyed
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,Sea_water
